Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,1386-5056,1872-8243,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,716",4.73,Q2,1.09,14.73%
COMPUTER PHYSICS COMMUNICATIONS,COMPUT PHYS COMMUN,0010-4655,1879-2944,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","28,663",4.717,Q2,1.6,10.74%
VIRTUAL REALITY,VIRTUAL REAL-LONDON,1359-4338,1434-9957,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,790",4.697,Q2,0.97,28.35%
Journal of Grid Computing,J GRID COMPUT,1570-7873,1572-9184,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,120",4.674,Q2,1.2,18.66%
ACM TRANSACTIONS ON INFORMATION SYSTEMS,ACM T INFORM SYST,1046-8188,1558-2868,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,407",4.657,Q2,1.28,0%
JOURNAL OF COMPUTATIONAL PHYSICS,J COMPUT PHYS,0021-9991,1090-2716,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","68,920",4.645,Q2,1.21,4.96%
CORTEX,CORTEX,0010-9452,1973-8102,BEHAVIORAL SCIENCES - SCIE,"15,191",4.644,Q1,1.08,19.03%
Autism Research,AUTISM RES,1939-3792,1939-3806,BEHAVIORAL SCIENCES - SCIE,"6,859",4.633,Q1,1.28,16.39%
IEEE Transactions on Cognitive and Developmental Systems,IEEE T COGN DEV SYST,2379-8920,2379-8939,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,276",4.546,Q2,0.84,1.96%
Cognitive Systems Research,COGN SYST RES,2214-4366,1389-0417,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,101",4.541,Q2,0.99,7.69%
Journal of Optical Communications and Networking,J OPT COMMUN NETW,1943-0620,1943-0639,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,529",4.508,Q2,1.34,7.78%
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,INT J APPROX REASON,0888-613X,1873-4731,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,461",4.452,Q2,0.85,6.28%
IEEE Transactions on Learning Technologies,IEEE T LEARN TECHNOL,1939-1382,1939-1382,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,612",4.433,Q2,1.36,2.55%
Big Data,BIG DATA-US,2167-6461,2167-647X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE",998,4.426,Q2,0.75,1.89%
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,0951-192X,1362-3052,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,069",4.42,Q2,0.8,6.92%
SOCIAL SCIENCE COMPUTER REVIEW,SOC SCI COMPUT REV,0894-4393,1552-8286,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,533",4.418,Q2,1.64,16.67%
Enterprise Information Systems,ENTERP INF SYST-UK,1751-7575,1751-7583,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,918",4.407,Q2,1.12,3.45%
International Journal of Machine Learning and Cybernetics,INT J MACH LEARN CYB,1868-8071,1868-808X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,115",4.377,Q2,0.86,2.31%
Journal of Informetrics,J INFORMETR,1751-1577,1875-5879,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5,754",4.373,Q2,1.43,14.62%
IEEE Transactions on Control of Network Systems,IEEE T CONTROL NETW,2325-5870,2372-2533,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,766",4.347,Q2,1.04,12.10%
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCT MULTIDISCIP O,1615-147X,1615-1488,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","14,693",4.279,Q2,1.11,11.03%
IEEE Transactions on Big Data,IEEE T BIG DATA,2332-7790,2332-7790,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,231",4.271,Q2,1.61,4.32%
Current Opinion in Behavioral Sciences,CURR OPIN BEHAV SCI,2352-1546,2352-1554,BEHAVIORAL SCIENCES - SCIE,"4,875",4.261,Q1,0.7,18.92%
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,0965-9978,1873-5339,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","10,407",4.255,Q2,1.3,7.17%
VLDB JOURNAL,VLDB J,1066-8888,0949-877X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,372",4.243,Q2,1.06,18.54%
SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,1569-190X,1878-1462,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,969",4.199,Q2,1.14,4.86%
Egyptian Informatics Journal,EGYPT INFORM J,1110-8665,2090-4754,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,037",4.195,Q2,0.97,93.33%
JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,J COMPUT AID MOL DES,0920-654X,1573-4951,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6,384",4.179,Q2,0.84,18.25%
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,0169-7439,1873-3239,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","12,344",4.175,Q2,1.11,6.94%
ACM Transactions on Knowledge Discovery from Data,ACM T KNOWL DISCOV D,1556-4681,1556-472X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,538",4.157,Q2,1.01,0.69%
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,0045-7906,1879-0755,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,896",4.152,Q2,0.99,1.81%
COMPUTERS & CHEMICAL ENGINEERING,COMPUT CHEM ENG,0098-1354,1873-4375,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","16,720",4.13,Q2,0.83,7.72%
IEEE Transactions on Human-Machine Systems,IEEE T HUM-MACH SYST,2168-2291,2168-2305,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,333",4.124,Q2,0.66,6.91%
ACM Transactions on Computer-Human Interaction,ACM T COMPUT-HUM INT,1073-0516,1557-7325,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,960",4.106,Q2,0.79,0%
ACM Transactions on Multimedia Computing Communications and Applications,ACM T MULTIM COMPUT,1551-6857,1551-6865,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,183",4.094,Q2,1.15,0%
Advances in the Study of Behavior,ADV STUD BEHAV,0065-3454,2162-8823,BEHAVIORAL SCIENCES - SCIE,"1,455",4.091,Q1,0.5,0%
International Journal of Fuzzy Systems,INT J FUZZY SYST,1562-2479,2199-3211,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,795",4.085,Q2,1.03,1.91%
Molecular Informatics,MOL INFORM,1868-1743,1868-1751,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,155",4.05,Q2,1.16,13.46%
ACM Transactions on Internet Technology,ACM T INTERNET TECHN,1533-5399,1557-6051,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,257",3.989,Q2,1.07,0%
Behavioral and Brain Functions,BEHAV BRAIN FUNCT,N/A,1744-9081,BEHAVIORAL SCIENCES - SCIE,"1,832",3.95,Q1,0.91,100%
JOURNAL OF COMMUNICATIONS AND NETWORKS,J COMMUN NETW-S KOR,1229-2370,1976-5541,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,188",3.908,Q2,0.89,98.45%
INFORMATION SYSTEMS MANAGEMENT,INFORM SYST MANAGE,1058-0530,1934-8703,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,344",3.882,Q2,0.83,8.16%
BEHAVIORAL MEDICINE,BEHAV MED,0896-4289,1940-4026,BEHAVIORAL SCIENCES - SCIE,"1,504",3.879,Q1,0.74,4.17%
International Journal on Document Analysis and Recognition,INT J DOC ANAL RECOG,1433-2833,1433-2825,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",930,3.87,Q2,0.56,12%
INFORMATION AND SOFTWARE TECHNOLOGY,INFORM SOFTWARE TECH,0950-5849,1873-6025,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","6,537",3.862,Q2,1.01,9.80%
CMC-Computers Materials & Continua,CMC-COMPUT MATER CON,1546-2218,1546-2226,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,859",3.86,Q2,0.85,95.33%
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1872-8138,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,254",3.86,Q2,0.96,3.59%
Pervasive and Mobile Computing,PERVASIVE MOB COMPUT,1574-1192,1873-1589,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,479",3.848,Q2,0.82,6.67%
Journal of Computational Science,J COMPUT SCI-NETH,1877-7503,1877-7511,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,947",3.817,Q2,1,10.61%
SCIENTOMETRICS,SCIENTOMETRICS,0138-9130,1588-2861,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","18,464",3.801,Q2,0.91,20.45%
PHYSIOLOGY & BEHAVIOR,PHYSIOL BEHAV,0031-9384,1873-507X,BEHAVIORAL SCIENCES - SCIE,"27,160",3.742,Q1,1.02,10.70%
Big Data Research,BIG DATA RES,2214-5796,2214-5796,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",740,3.739,Q2,0.75,12.71%
COMPUTATIONAL BIOLOGY AND CHEMISTRY,COMPUT BIOL CHEM,1476-9271,1476-928X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,433",3.737,Q2,0.75,4.07%
SOFT COMPUTING,SOFT COMPUT,1432-7643,1433-7479,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","17,142",3.732,Q2,0.81,3.59%
Swarm Intelligence,SWARM INTELL-US,1935-3812,1935-3820,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,021",3.727,Q2,0.96,38.10%
GENES BRAIN AND BEHAVIOR,GENES BRAIN BEHAV,1601-1848,1601-183X,BEHAVIORAL SCIENCES - SCIE,"4,571",3.708,Q2,0.87,20.75%
IEEE-ACM Transactions on Computational Biology and Bioinformatics,IEEE ACM T COMPUT BI,1545-5963,1557-9964,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5,332",3.702,Q3,1.21,3.74%
ROBOTICS AND AUTONOMOUS SYSTEMS,ROBOT AUTON SYST,0921-8890,1872-793X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8,569",3.7,Q2,0.83,5.87%
PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,PHARMACOL BIOCHEM BE,0091-3057,1873-5177,BEHAVIORAL SCIENCES - SCIE,"13,544",3.697,Q2,0.79,7.25%
JOURNAL OF ECT,J ECT,1095-0680,1533-4112,BEHAVIORAL SCIENCES - SCIE,"2,452",3.692,Q2,0.83,3.68%
International Journal of Critical Infrastructure Protection,INT J CRIT INFR PROT,1874-5482,2212-2087,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",886,3.683,Q2,1.02,8.26%
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,SAR QSAR ENVIRON RES,1062-936X,1029-046X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,555",3.681,Q3,0.72,3.52%
Journal of Ambient Intelligence and Humanized Computing,J AMB INTEL HUM COMP,1868-5137,1868-5145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,357",3.662,Q2,0.95,3.18%
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,1076-9757,1943-5037,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7,528",3.635,Q2,0.69,25.41%
Frontiers in Behavioral Neuroscience,FRONT BEHAV NEUROSCI,1662-5153,N/A,BEHAVIORAL SCIENCES - SCIE,"10,765",3.617,Q2,0.79,99.07%
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,1872-7166,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6,834",3.601,Q3,1.28,1.41%
HUMAN FACTORS,HUM FACTORS,0018-7208,1547-8181,BEHAVIORAL SCIENCES - SCIE,"8,908",3.598,Q2,0.89,20.38%
Memetic Computing,MEMET COMPUT,1865-9284,1865-9292,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",814,3.577,Q2,1.08,4.82%
Proceedings of the VLDB Endowment,PROC VLDB ENDOW,2150-8097,2150-8097,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","10,242",3.557,Q2,0.95,0%
COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,COGN AFFECT BEHAV NE,1530-7026,1531-135X,BEHAVIORAL SCIENCES - SCIE,"5,309",3.526,Q2,0.84,29.58%
TSINGHUA SCIENCE AND TECHNOLOGY,TSINGHUA SCI TECHNOL,1007-0214,1878-7606,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,848",3.515,Q2,0.87,100%
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1793-6845,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,705",3.508,Q2,0.59,2.29%
Frontiers in Neurorobotics,FRONT NEUROROBOTICS,1662-5218,1662-5218,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,087",3.493,Q2,0.64,99.49%
HORMONES AND BEHAVIOR,HORM BEHAV,0018-506X,1095-6867,BEHAVIORAL SCIENCES - SCIE,"11,621",3.492,Q2,0.89,9.46%
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1941-0166,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,198",3.491,Q2,1.07,0%
Peer-to-Peer Networking and Applications,PEER PEER NETW APPL,1936-6442,1936-6450,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,707",3.488,Q2,1.06,3.15%
IEEE Access,IEEE ACCESS,2169-3536,2169-3536,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","173,341",3.476,Q2,0.93,99.50%
INFORMATICA,INFORMATICA-LITHUAN,0868-4952,1822-8844,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,055",3.429,Q2,1.25,76.79%
Journal of Cloud Computing-Advances Systems and Applications,J CLOUD COMPUT-ADV S,N/A,2192-113X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",818,3.418,Q2,0.91,100%
Brain and Behavior,BRAIN BEHAV,2162-3279,2162-3279,BEHAVIORAL SCIENCES - SCIE,"6,272",3.405,Q2,0.75,94.67%
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,2326-005X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,307",3.401,Q3,0.42,75.65%
BEHAVIOURAL BRAIN RESEARCH,BEHAV BRAIN RES,0166-4328,1872-7549,BEHAVIORAL SCIENCES - SCIE,"32,185",3.352,Q2,0.92,6.88%
ACM Transactions on the Web,ACM T WEB,1559-1131,1559-114X,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",850,3.35,Q2,0.81,0%
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,STRESS,1025-3890,1607-8888,BEHAVIORAL SCIENCES - SCIE,"4,035",3.34,Q2,0.72,11.20%
EPILEPSY & BEHAVIOR,EPILEPSY BEHAV,1525-5050,1525-5069,BEHAVIORAL SCIENCES - SCIE,"17,818",3.337,Q2,0.81,8.76%
JOURNAL OF COMPUTER INFORMATION SYSTEMS,J COMPUT INFORM SYST,0887-4417,2380-2057,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,490",3.317,Q3,0.91,1.61%
International Journal of Bio-Inspired Computation,INT J BIO-INSPIR COM,1758-0366,1758-0374,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,295",3.295,Q3,0.82,0%
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1091-9856,1526-5528,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,941",3.288,Q3,0.56,0%
NEURAL COMPUTATION,NEURAL COMPUT,0899-7667,1530-888X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","22,519",3.278,Q3,0.49,4.83%
Journal of the Association for Information Science and Technology,J ASSOC INF SCI TECH,2330-1635,2330-1643,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,561",3.275,Q3,0.85,21.87%
AUTONOMOUS ROBOTS,AUTON ROBOT,0929-5593,1573-7527,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,629",3.255,Q3,0.86,21%
COMPUTER SPEECH AND LANGUAGE,COMPUT SPEECH LANG,0885-2308,1095-8363,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,014",3.252,Q3,0.58,9.62%
Frontiers in Integrative Neuroscience,FRONT INTEGR NEUROSC,1662-5145,1662-5145,BEHAVIORAL SCIENCES - SCIE,"3,201",3.213,Q2,0.71,98.28%
INFORMATION SYSTEMS,INFORM SYST,0306-4379,1873-6076,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,032",3.18,Q3,0.93,7.90%
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,1573-0409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,397",3.129,Q3,0.71,12.57%
BIOLOGICAL PSYCHOLOGY,BIOL PSYCHOL,0301-0511,1873-6246,BEHAVIORAL SCIENCES - SCIE,"12,365",3.111,Q2,0.98,12.29%
NEUROBIOLOGY OF LEARNING AND MEMORY,NEUROBIOL LEARN MEM,1074-7427,1095-9564,BEHAVIORAL SCIENCES - SCIE,"8,285",3.109,Q3,0.88,12.97%
Semantic Web,SEMANT WEB,1570-0844,2210-4968,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,355",3.105,Q3,0.77,5.22%
IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,1540-7993,1558-4046,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,308",3.105,Q3,0.85,5.92%
ISPRS International Journal of Geo-Information,ISPRS INT J GEO-INF,N/A,2220-9964,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","9,360",3.099,Q3,0.77,95.38%
BEHAVIORAL ECOLOGY,BEHAV ECOL,1045-2249,1465-7279,BEHAVIORAL SCIENCES - SCIE,"11,735",3.087,Q3,1,14.47%
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,MED BIOL ENG COMPUT,0140-0118,1741-0444,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,588",3.079,Q3,0.65,8.49%
COMPUTERS & FLUIDS,COMPUT FLUIDS,0045-7930,1879-0747,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","14,152",3.077,Q3,0.68,5.31%
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,1383-469X,1572-8153,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,457",3.077,Q3,0.88,5.59%
JOURNAL OF HYDROINFORMATICS,J HYDROINFORM,1464-7141,1465-1734,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,652",3.058,Q3,0.68,40.60%
NEUROPSYCHOLOGIA,NEUROPSYCHOLOGIA,0028-3932,1873-3514,BEHAVIORAL SCIENCES - SCIE,"28,867",3.054,Q3,0.95,15.79%
AGGRESSIVE BEHAVIOR,AGGRESSIVE BEHAV,0096-140X,1098-2337,BEHAVIORAL SCIENCES - SCIE,"4,749",3.047,Q3,0.92,17.74%
ANIMAL BEHAVIOUR,ANIM BEHAV,0003-3472,1095-8282,BEHAVIORAL SCIENCES - SCIE,"29,737",3.039,Q3,1.22,10.54%
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB,1386-145X,1573-1413,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,698",3,Q3,1.02,4.89%
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,J DEV BEHAV PEDIATR,0196-206X,1536-7312,BEHAVIORAL SCIENCES - SCIE,"5,389",2.988,Q3,0.83,1.89%
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1432-1769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,529",2.983,Q3,0.51,10.04%
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE T INFORM THEORY,0018-9448,1557-9654,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","39,799",2.978,Q3,0.89,14.14%
BEHAVIOR GENETICS,BEHAV GENET,0001-8244,1573-3297,BEHAVIORAL SCIENCES - SCIE,"3,506",2.965,Q3,0.88,27.61%
COMPUTATIONAL GEOSCIENCES,COMPUTAT GEOSCI,1420-0597,1573-1499,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,428",2.948,Q3,0.64,23.68%
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,BEHAV ECOL SOCIOBIOL,0340-5443,1432-0762,BEHAVIORAL SCIENCES - SCIE,"14,307",2.944,Q3,0.99,27.19%
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,J MOL GRAPH MODEL,1093-3263,1873-4243,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","11,586",2.942,Q3,0.79,1.81%
ONLINE INFORMATION REVIEW,ONLINE INFORM REV,1468-4527,1468-4535,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,629",2.901,Q3,0.75,1.45%
ANIMAL COGNITION,ANIM COGN,1435-9448,1435-9456,BEHAVIORAL SCIENCES - SCIE,"4,495",2.899,Q3,1.22,28.29%
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,1095-9076,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,233",2.887,Q3,0.88,0.68%
NEUROINFORMATICS,NEUROINFORMATICS,1539-2791,1559-0089,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,155",2.864,Q3,0.78,35.67%
Digital Investigation,DIGIT INVEST,1742-2876,1873-202X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,468",2.86,Q3,0.62,37.21%
Language Cognition and Neuroscience,LANG COGN NEUROSCI,2327-3798,2327-3801,BEHAVIORAL SCIENCES - SCIE,"1,932",2.842,Q3,0.87,24.38%
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1741-2846,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,266",2.82,Q3,0.49,10.24%
EXPERT SYSTEMS,EXPERT SYST,0266-4720,1468-0394,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,833",2.812,Q3,0.66,4.44%
Computer Supported Cooperative Work-The Journal of Collaborative Computing and Work Practices,COMPUT SUPP COOP W J,0925-9724,1573-7551,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,000",2.8,Q3,0.48,41.56%
Astronomy and Computing,ASTRON COMPUT,2213-1337,2213-1345,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,000",2.78,Q3,0.5,8.21%
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,1087-6545,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,399",2.777,Q3,0.42,18.53%
GEOINFORMATICA,GEOINFORMATICA,1384-6175,1573-7624,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",887,2.773,Q3,0.71,8.18%
Journal of Web Semantics,J WEB SEMANT,1570-8268,1873-7749,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE; COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,110",2.77,Q3,0.69,15.19%
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,1876-1372,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",554,2.759,Q3,0.49,3.57%
SPEECH COMMUNICATION,SPEECH COMMUN,0167-6393,1872-7182,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4,123",2.723,Q3,0.59,13.94%
Artificial Intelligence and Law,ARTIF INTELL LAW,0924-8463,1572-8382,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",591,2.723,Q3,1.75,33.80%
ACM Transactions on Privacy and Security,ACM T PRIV SECUR,2471-2566,2471-2574,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE",316,2.717,Q3,0.9,0%
IET Biometrics,IET BIOMETRICS,2047-4938,2047-4946,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",907,2.716,Q3,0.54,45.11%
Earth Science Informatics,EARTH SCI INFORM,1865-0473,1865-0481,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,240",2.705,Q3,0.57,6.35%
WIRELESS NETWORKS,WIREL NETW,1022-0038,1572-8196,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,232",2.701,Q3,0.71,3.19%
Electronics,ELECTRONICS-SWITZ,N/A,2079-9292,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","14,393",2.69,Q3,0.6,95.44%
