Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
NATURE,NATURE,0028-0836,1476-4687,MULTIDISCIPLINARY SCIENCES - SCIE,"964,876",64.8,Q1,11.32,19.06%
SCIENCE,SCIENCE,0036-8075,1095-9203,MULTIDISCIPLINARY SCIENCES - SCIE,"818,308",56.9,Q1,9.57,6.80%
REVIEWS OF MODERN PHYSICS,REV MOD PHYS,0034-6861,1539-0756,"PHYSICS, MULTIDISCIPLINARY - SCIE","59,731",44.1,Q1,4.69,10.20%
Nature Reviews Methods Primers,NAT REV METHOD PRIME,N/A,2662-8449,MULTIDISCIPLINARY SCIENCES - ESCI,"1,949",39.5,N/A,6.46,9.20%
Nature Reviews Physics,NAT REV PHYS,N/A,2522-5820,"PHYSICS, MULTIDISCIPLINARY - SCIE","5,880",38.5,Q1,2.56,0.74%
Foundations and Trends in Machine Learning,FOUND TRENDS MACH LE,1935-8237,1935-8245,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","3,581",32.8,N/A,8.76,0%
Innovation,INNOVATION-AMSTERDAM,2666-6758,2666-6758,MULTIDISCIPLINARY SCIENCES - ESCI,"3,546",32.1,N/A,4.98,83.65%
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYS REP,0370-1573,1873-6270,"PHYSICS, MULTIDISCIPLINARY - SCIE","33,872",30,Q1,2.56,27.16%
Nature Human Behaviour,NAT HUM BEHAV,2397-3374,2397-3374,MULTIDISCIPLINARY SCIENCES - SCIE,"14,216",29.9,Q1,6.36,9.69%
Nature Machine Intelligence,NAT MACH INTELL,N/A,2522-5839,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,863",23.8,Q1,3.97,9.49%
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,0162-8828,1939-3539,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","82,074",23.6,Q1,6.76,9.08%
National Science Review,NATL SCI REV,2095-5138,2053-714X,MULTIDISCIPLINARY SCIENCES - SCIE,"13,369",20.6,Q1,3.19,92.41%
Nature Physics,NAT PHYS,1745-2473,1745-2481,"PHYSICS, MULTIDISCIPLINARY - SCIE","48,774",19.6,Q1,4.66,10.60%
INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,0920-5691,1573-1405,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","26,941",19.5,Q1,2.92,21.03%
Science Bulletin,SCI BULL,2095-9273,2095-9281,MULTIDISCIPLINARY SCIENCES - SCIE,"15,992",18.9,Q1,2.78,12.26%
Information Fusion,INFORM FUSION,1566-2535,1872-6305,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","16,059",18.6,Q1,3.69,9.22%
REPORTS ON PROGRESS IN PHYSICS,REP PROG PHYS,0034-4885,1361-6633,"PHYSICS, MULTIDISCIPLINARY - SCIE","21,070",18.1,Q1,1.56,0%
Nature Communications,NAT COMMUN,N/A,2041-1723,MULTIDISCIPLINARY SCIENCES - SCIE,"675,323",16.6,Q1,3.23,99.68%
ARTIFICIAL INTELLIGENCE,ARTIF INTELL,0004-3702,1872-7921,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","16,576",14.4,Q1,0.87,19.81%
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,1941-0026,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","22,824",14.3,Q1,3.29,10.83%
Science Advances,SCI ADV,2375-2548,2375-2548,MULTIDISCIPLINARY SCIENCES - SCIE,"126,246",13.6,Q1,2.83,56.46%
Big Data Mining and Analytics,BIG DATA MIN ANAL,N/A,2096-0654,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,044",13.6,N/A,2.27,100%
Physical Review X,PHYS REV X,2160-3308,2160-3308,"PHYSICS, MULTIDISCIPLINARY - SCIE","27,491",12.5,Q1,3.62,99.21%
Annual Review of Animal Biosciences,ANNU REV ANIM BIOSCI,2165-8102,2165-8110,ZOOLOGY - SCIE,"1,994",12,Q1,5.54,5%
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,1573-7462,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","10,469",12,Q1,1.52,11.82%
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,1063-6706,1941-0034,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","27,044",11.9,Q1,3.1,2.65%
IEEE Transactions on Cybernetics,IEEE T CYBERNETICS,2168-2267,2168-2275,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","44,382",11.8,Q1,2.38,4.25%
Nature Computational Science,NAT COMPUT SCI,N/A,2662-8457,MULTIDISCIPLINARY SCIENCES - ESCI,914,11.3,N/A,2.19,21.48%
IEEE Transactions on Affective Computing,IEEE T AFFECT COMPUT,1949-3045,1949-3045,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,351",11.2,Q1,1.88,7.52%
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,P NATL ACAD SCI USA,0027-8424,1091-6490,MULTIDISCIPLINARY SCIENCES - SCIE,"788,686",11.1,Q1,2.51,55.06%
Research,RESEARCH-CHINA,2096-5168,2639-5274,MULTIDISCIPLINARY SCIENCES - SCIE,"4,694",11,Q1,1.58,84.78%
Transactions of the Association for Computational Linguistics,T ASSOC COMPUT LING,N/A,2307-387X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,277",10.9,Q1,6.95,98.24%
MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,1361-8415,1361-8423,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","19,500",10.9,Q1,2.63,22.40%
Journal of Advanced Research,J ADV RES,2090-1232,2090-1224,MULTIDISCIPLINARY SCIENCES - SCIE,"9,575",10.7,Q1,2.33,94.76%
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,1057-7149,1941-0042,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","77,070",10.6,Q1,2.01,6.54%
IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,2162-237X,2162-2388,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","56,521",10.4,Q1,2.64,11.72%
Swarm and Evolutionary Computation,SWARM EVOL COMPUT,2210-6502,2210-6510,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8,693",10,Q1,2.15,3.87%
Research Synthesis Methods,RES SYNTH METHODS,1759-2879,1759-2887,MULTIDISCIPLINARY SCIENCES - SCIE,"6,362",9.8,Q1,2.01,42.57%
Scientific Data,SCI DATA,N/A,2052-4463,MULTIDISCIPLINARY SCIENCES - SCIE,"22,811",9.8,Q1,1.85,99.73%
Radiology-Artificial Intelligence,RADIOL-ARTIF INTELL,2638-6100,2638-6100,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,483",9.8,N/A,1.67,0.69%
PRX Quantum,PRX QUANTUM,N/A,2691-3399,"PHYSICS, MULTIDISCIPLINARY - SCIE","3,195",9.7,Q1,2.42,95.30%
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,0891-2017,1530-9312,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,123",9.3,Q1,3.48,97.73%
GigaScience,GIGASCIENCE,2047-217X,2047-217X,MULTIDISCIPLINARY SCIENCES - SCIE,"9,104",9.2,Q1,2.29,96.64%
IEEE Computational Intelligence Magazine,IEEE COMPUT INTELL M,1556-603X,1556-6048,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,175",9,Q1,1.58,1.61%
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,1041-4347,1558-2191,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","23,810",8.9,Q1,1.82,7.60%
Cell Reports Physical Science,CELL REP PHYS SCI,N/A,2666-3864,"PHYSICS, MULTIDISCIPLINARY - SCIE","5,365",8.9,Q1,1.38,97.63%
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,1873-5320,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8,622",8.8,Q1,1.97,7.69%
KNOWLEDGE-BASED SYSTEMS,KNOWL-BASED SYST,0950-7051,1872-7409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","36,687",8.8,Q1,1.5,4.05%
APPLIED SOFT COMPUTING,APPL SOFT COMPUT,1568-4946,1872-9681,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","47,363",8.7,Q1,1.56,3.69%
PHYSICAL REVIEW LETTERS,PHYS REV LETT,0031-9007,1079-7114,"PHYSICS, MULTIDISCIPLINARY - SCIE","492,874",8.6,Q1,2.28,24.06%
EXPERT SYSTEMS WITH APPLICATIONS,EXPERT SYST APPL,0957-4174,1873-6793,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","76,302",8.5,Q1,1.7,6.02%
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,0956-5515,1572-8145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8,810",8.3,Q1,1.32,17.16%
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,2379-8858,2379-8904,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,959",8.2,Q1,1.39,6.97%
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,0952-1976,1873-6769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","16,736",8,Q1,1.75,5.85%
PATTERN RECOGNITION,PATTERN RECOGN,0031-3203,1873-5142,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","40,525",8,Q1,1.66,5.44%
International Journal of Neural Systems,INT J NEURAL SYST,0129-0657,1793-6462,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,233",8,Q1,1.18,8.02%
CHAOS SOLITONS & FRACTALS,CHAOS SOLITON FRACT,0960-0779,1873-2887,"PHYSICS, MULTIDISCIPLINARY - SCIE","30,667",7.8,Q1,2.52,2.54%
NEURAL NETWORKS,NEURAL NETWORKS,0893-6080,1879-2782,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","25,293",7.8,Q1,1.58,12.07%
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,WIRES DATA MIN KNOWL,1942-4787,1942-4795,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,750",7.8,Q1,0.72,12.21%
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,1361-6536,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",791,7.8,Q1,0.55,4.76%
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,0167-9236,1873-5797,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","14,918",7.5,Q1,1.36,9.63%
Artificial Intelligence in Medicine,ARTIF INTELL MED,0933-3657,1873-2860,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,556",7.5,Q1,1.25,13.73%
Frontiers of Physics,FRONT PHYS-BEIJING,2095-0462,2095-0470,"PHYSICS, MULTIDISCIPLINARY - SCIE","3,122",7.5,Q1,1.07,1.62%
MACHINE LEARNING,MACH LEARN,0885-6125,1573-0565,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","31,820",7.5,Q1,0.84,42.26%
Advanced Intelligent Systems,ADV INTELL SYST-GER,N/A,2640-4567,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,567",7.4,Q1,1.05,79.65%
MINDS AND MACHINES,MIND MACH,0924-6495,1572-8641,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,388",7.4,Q1,0.73,67.03%
INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,0884-8173,1098-111X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","9,545",7,Q1,1.25,79.31%
Machine Learning-Science and Technology,MACH LEARN-SCI TECHN,N/A,2632-2153,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,538",6.8,Q2,1.2,99.36%
Machine Learning-Science and Technology,MACH LEARN-SCI TECHN,N/A,2632-2153,MULTIDISCIPLINARY SCIENCES - SCIE,"1,538",6.8,Q1,1.2,99.36%
EVOLUTIONARY COMPUTATION,EVOL COMPUT,1063-6560,1530-9304,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,808",6.8,Q2,1.04,11.11%
Quantum Science and Technology,QUANTUM SCI TECHNOL,2058-9565,2058-9565,"PHYSICS, MULTIDISCIPLINARY - SCIE","3,219",6.7,Q1,1.86,33.99%
INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,1069-2509,1875-8835,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",906,6.5,Q2,1.28,5.56%
Patterns,PATTERNS,2666-3899,2666-3899,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,449",6.5,N/A,1.03,93.07%
Quantum,QUANTUM-AUSTRIA,2521-327X,2521-327X,"PHYSICS, MULTIDISCIPLINARY - SCIE","5,074",6.4,Q1,1.64,68.71%
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,1541-1672,1941-1294,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,407",6.4,Q2,1.39,4%
Science China-Physics Mechanics & Astronomy,SCI CHINA PHYS MECH,1674-7348,1869-1927,"PHYSICS, MULTIDISCIPLINARY - SCIE","5,084",6.4,Q1,1.35,1.53%
Fundamental Research,FUND RES-CHINA,2096-9457,2667-3258,MULTIDISCIPLINARY SCIENCES - ESCI,705,6.2,N/A,0.78,95.14%
NEUROCOMPUTING,NEUROCOMPUTING,0925-2312,1872-8286,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","62,377",6,Q2,1.01,3.57%
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,1433-3058,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","31,576",6,Q2,0.94,9.35%
JOURNAL OF MACHINE LEARNING RESEARCH,J MACH LEARN RES,1532-4435,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","50,577",6,Q2,0.92,0%
Advances in Physics-X,ADV PHYS-X,2374-6149,2374-6149,"PHYSICS, MULTIDISCIPLINARY - SCIE","1,755",6,Q1,0.61,100%
iScience,ISCIENCE,N/A,2589-0042,MULTIDISCIPLINARY SCIENCES - SCIE,"21,604",5.8,Q1,1.04,90.60%
Complex & Intelligent Systems,COMPLEX INTELL SYST,2199-4536,2198-6053,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,820",5.8,Q2,0.98,99.75%
Frontiers in Bioengineering and Biotechnology,FRONT BIOENG BIOTECH,2296-4185,2296-4185,MULTIDISCIPLINARY SCIENCES - SCIE,"25,676",5.7,Q1,0.93,99.15%
International Journal of Machine Learning and Cybernetics,INT J MACH LEARN CYB,1868-8071,1868-808X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,549",5.6,Q2,0.79,3.70%
International Journal of Multimedia Information Retrieval,INT J MULTIMED INF R,2192-6611,2192-662X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",565,5.6,Q2,0.74,13.75%
SciPost Physics,SCIPOST PHYS,2542-4653,2542-4653,"PHYSICS, MULTIDISCIPLINARY - SCIE","5,102",5.5,Q1,1.6,99.23%
Granular Computing,GRANULAR COMPUT,2364-4966,2364-4974,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,411",5.5,N/A,1.43,4.65%
Communications Physics,COMMUN PHYS-UK,2399-3650,2399-3650,"PHYSICS, MULTIDISCIPLINARY - SCIE","4,852",5.5,Q1,1.4,99.63%
Cognitive Computation,COGN COMPUT,1866-9956,1866-9964,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,325",5.4,Q2,1.16,16%
Results in Physics,RESULTS PHYS,2211-3797,2211-3797,"PHYSICS, MULTIDISCIPLINARY - SCIE","22,361",5.3,Q1,1.12,95.77%
IEEE Transactions on Emerging Topics in Computational Intelligence,IEEE T EM TOP COMP I,2471-285X,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,185",5.3,Q2,0.99,5%
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1360-0494,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,293",5.3,Q2,0.96,63.64%
APPLIED INTELLIGENCE,APPL INTELL,0924-669X,1573-7497,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","13,498",5.3,Q2,0.81,6.04%
Egyptian Informatics Journal,EGYPT INFORM J,1110-8665,2090-4754,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,245",5.2,Q2,1.16,85.71%
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,ANN NY ACAD SCI,0077-8923,1749-6632,MULTIDISCIPLINARY SCIENCES - SCIE,"47,360",5.2,Q1,0.91,21.83%
CAAI Transactions on Intelligence Technology,CAAI T INTELL TECHNO,2468-6557,2468-2322,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,015",5.1,Q2,0.94,79.56%
Matter and Radiation at Extremes,MATTER RADIAT EXTREM,2468-2047,2468-080X,"PHYSICS, MULTIDISCIPLINARY - SCIE",958,5.1,Q1,0.93,91.18%
NPJ Microgravity,NPJ MICROGRAVITY,N/A,2373-8065,MULTIDISCIPLINARY SCIENCES - SCIE,"1,055",5.1,Q1,0.92,99.32%
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,0167-8655,1872-7344,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","19,051",5.1,Q2,0.87,4.82%
ACM Transactions on Intelligent Systems and Technology,ACM T INTEL SYST TEC,2157-6904,2157-6912,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,967",5,Q2,2.48,0.79%
CHINESE JOURNAL OF PHYSICS,CHINESE J PHYS,0577-9073,0577-9073,"PHYSICS, MULTIDISCIPLINARY - SCIE","6,772",5,Q1,1.15,0.99%
IEEE Transactions on Cognitive and Developmental Systems,IEEE T COGN DEV SYST,2379-8920,2379-8939,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,007",5,Q2,1.13,7.59%
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,PHILOS T R SOC A,1364-503X,1471-2962,MULTIDISCIPLINARY SCIENCES - SCIE,"26,785",5,Q2,0.96,29.71%
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,1076-9757,1943-5037,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8,529",5,Q2,0.61,4.71%
ZOOLOGICAL RESEARCH,ZOOL RES,2095-8137,2095-8137,ZOOLOGY - SCIE,"1,848",4.9,Q1,2.19,99.13%
MAMMAL REVIEW,MAMMAL REV,0305-1838,1365-2907,ZOOLOGY - SCIE,"2,967",4.9,Q1,1.05,22.31%
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1793-6845,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,948",4.9,Q2,0.81,1.65%
GLOBAL CHALLENGES,GLOB CHALL,N/A,2056-6646,MULTIDISCIPLINARY SCIENCES - SCIE,"1,942",4.9,Q2,0.76,68.93%
JOURNAL OF ANIMAL ECOLOGY,J ANIM ECOL,0021-8790,1365-2656,ZOOLOGY - SCIE,"19,200",4.8,Q1,1.86,26.35%
Quantum Machine Intelligence,QUANT MACH INTELL,2524-4906,2524-4914,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",307,4.8,N/A,1.02,47.30%
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MIN KNOWL DISC,1384-5810,1573-756X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,555",4.8,Q2,0.87,41.25%
FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,FRACTALS,0218-348X,1793-6543,MULTIDISCIPLINARY SCIENCES - SCIE,"5,490",4.7,Q2,1.77,38.80%
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,0262-8856,1872-8138,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,706",4.7,Q2,1.02,3.99%
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,1568-4539,1573-2908,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,396",4.7,Q2,0.91,6.45%
Memetic Computing,MEMET COMPUT,1865-9284,1865-9292,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","1,074",4.7,Q2,0.81,7.95%
Scientific Reports,SCI REP-UK,2045-2322,2045-2322,MULTIDISCIPLINARY SCIENCES - SCIE,"738,368",4.6,Q2,1.06,99.77%
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,1077-3142,1090-235X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6,919",4.5,Q2,0.98,11.65%
RIVISTA DEL NUOVO CIMENTO,RIV NUOVO CIMENTO,0393-697X,1826-9850,"PHYSICS, MULTIDISCIPLINARY - SCIE","1,002",4.5,Q1,0.48,58.33%
WILDLIFE MONOGRAPHS,WILDLIFE MONOGR,0084-0173,1938-5455,ZOOLOGY - SCIE,876,4.4,Q1,2.12,33.33%
International Journal of Fuzzy Systems,INT J FUZZY SYST,1562-2479,2199-3211,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4,567",4.3,Q2,0.88,3.58%
ROBOTICS AND AUTONOMOUS SYSTEMS,ROBOT AUTON SYST,0921-8890,1872-793X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","9,742",4.3,Q2,0.84,10.58%
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,J PHYS CHEM REF DATA,0047-2689,1529-7845,"PHYSICS, MULTIDISCIPLINARY - SCIE","8,585",4.3,Q2,0.77,19.57%
COMPUTER SPEECH AND LANGUAGE,COMPUT SPEECH LANG,0885-2308,1095-8363,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,627",4.3,Q2,0.68,10.59%
International Journal of Automation and Computing,INT J AUTOM COMPUT,1476-8186,1751-8520,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,726",4.3,N/A,0.58,20.90%
Physical Review Research,PHYS REV RES,N/A,2643-1564,"PHYSICS, MULTIDISCIPLINARY - ESCI","16,713",4.2,N/A,1.04,98.93%
Progress in Artificial Intelligence,PROG ARTIF INTELL,2192-6352,2192-6360,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,007",4.2,N/A,0.41,15.05%
Artificial Intelligence and Law,ARTIF INTELL LAW,0924-8463,1572-8382,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE",943,4.1,Q2,1.8,40.66%
SOFT COMPUTING,SOFT COMPUT,1432-7643,1433-7479,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","20,745",4.1,Q2,0.73,4.40%
PHYSICA D-NONLINEAR PHENOMENA,PHYSICA D,0167-2789,1872-8022,"PHYSICS, MULTIDISCIPLINARY - SCIE","14,104",4,Q2,1.33,9.26%
Heliyon,HELIYON,N/A,2405-8440,MULTIDISCIPLINARY SCIENCES - SCIE,"35,785",4,Q2,0.8,91.59%
Frontiers in Artificial Intelligence,FRONT ARTIF INTELL,N/A,2624-8212,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","1,458",4,N/A,0.57,99.47%
FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,FORTSCHR PHYS,0015-8208,1521-3978,"PHYSICS, MULTIDISCIPLINARY - SCIE","2,539",3.9,Q2,1.3,17.61%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,COMP BIOCHEM PHYS C,1532-0456,1878-1659,ZOOLOGY - SCIE,"8,223",3.9,Q1,1.25,4.79%
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,0169-7439,1873-3239,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","11,921",3.9,Q2,1.06,8.94%
Cognitive Systems Research,COGN SYST RES,2214-4366,1389-0417,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,411",3.9,Q2,1.04,14.52%
Journal of the Royal Society Interface,J R SOC INTERFACE,1742-5689,1742-5662,MULTIDISCIPLINARY SCIENCES - SCIE,"18,525",3.9,Q2,0.91,44.44%
Machine Learning and Knowledge Extraction,MACH LEARN KNOW EXTR,N/A,2504-4990,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",743,3.9,N/A,0.76,99.29%
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,1433-755X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","2,348",3.9,Q2,0.73,6.25%
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,INT J APPROX REASON,0888-613X,1873-4731,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5,449",3.9,Q2,0.72,10.76%
JOURNAL OF KING SAUD UNIVERSITY SCIENCE,J KING SAUD UNIV SCI,1018-3647,2213-686X,MULTIDISCIPLINARY SCIENCES - SCIE,"6,761",3.8,Q2,0.98,90.70%
PeerJ Computer Science,PEERJ COMPUT SCI,N/A,2376-5992,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","3,909",3.8,Q2,0.81,96.95%
SCIENCE AND ENGINEERING ETHICS,SCI ENG ETHICS,1353-3452,1471-5546,MULTIDISCIPLINARY SCIENCES - SCIE,"3,154",3.7,Q2,2.69,50.71%
PLoS One,PLOS ONE,1932-6203,1932-6203,MULTIDISCIPLINARY SCIENCES - SCIE,"886,924",3.7,Q2,0.91,96.82%
Big Data and Cognitive Computing,BIG DATA COGN COMPUT,N/A,2504-2289,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI",934,3.7,N/A,0.66,100%
CLADISTICS,CLADISTICS,0748-3007,1096-0031,ZOOLOGY - SCIE,"3,957",3.6,Q1,1.58,11.21%
SciPost Physics Core,SCIPOST PHYSICS CORE,N/A,2666-9366,"PHYSICS, MULTIDISCIPLINARY - ESCI",285,3.6,N/A,0.82,99.12%
